Date,Rate,Month,Year
2022-03-10,33.1323,3,2022
2022-03-11,33.3646,3,2022
2022-03-12,33.3636,3,2022
2022-03-13,33.2613,3,2022
2022-03-14,33.4436,3,2022
2022-03-15,33.5235,3,2022
2022-03-16,33.3485,3,2022
2022-03-17,33.2239,3,2022
2022-03-18,33.2496,3,2022
2022-03-19,33.2496,3,2022
2022-03-20,33.3405,3,2022
2022-03-21,33.536,3,2022
2022-03-22,33.4977,3,2022
2022-03-23,33.624,3,2022
2022-03-24,33.5271,3,2022
2022-03-25,33.5855,3,2022
2022-03-26,33.5955,3,2022
2022-03-27,33.5848,3,2022
2022-03-28,33.7744,3,2022
2022-03-29,33.4821,3,2022
2022-03-30,33.3198,3,2022
2022-03-31,33.2689,3,2022
2022-04-01,33.5368,4,2022
2022-04-02,33.5383,4,2022
2022-04-03,33.5483,4,2022
2022-04-04,33.4353,4,2022
2022-04-05,33.5289,4,2022
2022-04-06,33.5879,4,2022
2022-04-07,33.4963,4,2022
2022-04-08,33.5875,4,2022
2022-04-09,33.5875,4,2022
2022-04-10,33.5479,4,2022
2022-04-11,33.6379,4,2022
2022-04-12,33.5556,4,2022
2022-04-13,33.5055,4,2022
2022-04-14,33.6778,4,2022
2022-04-15,33.5391,4,2022
2022-04-16,33.5391,4,2022
2022-04-17,33.7022,4,2022
2022-04-18,33.707,4,2022
2022-04-19,33.7915,4,2022
2022-04-20,33.7594,4,2022
2022-04-21,33.8895,4,2022
2022-04-22,33.9334,4,2022
2022-04-23,33.91,4,2022
2022-04-24,33.9959,4,2022
2022-04-25,34.1146,4,2022
2022-04-26,34.2898,4,2022
2022-04-27,34.363,4,2022
2022-04-28,34.4137,4,2022
2022-04-29,34.2268,4,2022
2022-04-30,34.2268,4,2022
2022-05-01,34.2287,5,2022
2022-05-02,34.4609,5,2022
2022-05-03,34.3352,5,2022
2022-05-04,34.0415,5,2022
2022-05-05,34.3462,5,2022
2022-05-06,34.3396,5,2022
2022-05-07,34.3393,5,2022
2022-05-08,34.3737,5,2022
2022-05-09,34.5802,5,2022
2022-05-10,34.57,5,2022
2022-05-11,34.6377,5,2022
2022-05-12,34.756,5,2022
2022-05-13,34.6897,5,2022
2022-05-14,34.5834,5,2022
2022-05-15,34.7219,5,2022
2022-05-16,34.738,5,2022
2022-05-17,34.5375,5,2022
2022-05-18,34.5868,5,2022
2022-05-19,34.4601,5,2022
2022-05-20,34.3692,5,2022
2022-05-21,34.4411,5,2022
2022-05-22,34.3288,5,2022
2022-05-23,34.1279,5,2022
2022-05-24,34.0633,5,2022
2022-05-25,34.2606,5,2022
2022-05-26,34.2547,5,2022
2022-05-27,34.0813,5,2022
2022-05-28,34.0806,5,2022
2022-05-29,34.0785,5,2022
2022-05-30,34.0838,5,2022
2022-05-31,34.3238,5,2022
2022-06-01,34.3503,6,2022
2022-06-02,34.2165,6,2022
2022-06-03,34.2924,6,2022
2022-06-04,34.2952,6,2022
2022-06-05,34.2765,6,2022
2022-06-06,34.3808,6,2022
2022-06-07,34.4425,6,2022
2022-06-08,34.4909,6,2022
2022-06-09,34.5549,6,2022
2022-06-10,34.7119,6,2022
2022-06-11,34.7105,6,2022
2022-06-12,34.7622,6,2022
2022-06-13,34.9006,6,2022
2022-06-14,35.0014,6,2022
2022-06-15,34.8062,6,2022
2022-06-16,34.9865,6,2022
2022-06-17,35.232,6,2022
2022-06-18,35.2343,6,2022
2022-06-19,35.2744,6,2022
2022-06-20,35.3099,6,2022
2022-06-21,35.337,6,2022
2022-06-22,35.37,6,2022
2022-06-23,35.4772,6,2022
2022-06-24,35.4308,6,2022
2022-06-25,35.4308,6,2022
2022-06-26,35.4014,6,2022
2022-06-27,35.3641,6,2022
2022-06-28,35.1465,6,2022
2022-06-29,35.1917,6,2022
2022-06-30,35.3196,6,2022
2022-07-01,35.5589,7,2022
2022-07-02,35.5589,7,2022
2022-07-03,35.5391,7,2022
2022-07-04,35.7088,7,2022
2022-07-05,35.9282,7,2022
2022-07-06,36.1661,7,2022
2022-07-07,36.0202,7,2022
2022-07-08,35.8532,7,2022
2022-07-09,35.8532,7,2022
2022-07-10,35.8646,7,2022
2022-07-11,36.2518,7,2022
2022-07-12,36.2214,7,2022
2022-07-13,36.2036,7,2022
2022-07-14,36.5786,7,2022
2022-07-15,36.6028,7,2022
2022-07-16,36.6636,7,2022
2022-07-17,36.6231,7,2022
2022-07-18,36.6708,7,2022
2022-07-19,36.603,7,2022
2022-07-20,36.6901,7,2022
2022-07-21,36.7525,7,2022
2022-07-22,36.4482,7,2022
2022-07-23,36.6222,7,2022
2022-07-24,36.6315,7,2022
2022-07-25,36.6783,7,2022
2022-07-26,36.7372,7,2022
2022-07-27,36.6621,7,2022
2022-07-28,36.423,7,2022
2022-07-29,36.3202,7,2022
2022-07-30,36.2641,7,2022
2022-07-31,36.2983,7,2022
2022-08-01,36.1213,8,2022
2022-08-02,36.2299,8,2022
2022-08-03,36.2514,8,2022
2022-08-04,35.9324,8,2022
2022-08-05,35.7515,8,2022
2022-08-06,35.7515,8,2022
2022-08-07,35.7617,8,2022
2022-08-08,35.6012,8,2022
2022-08-09,35.3587,8,2022
2022-08-10,35.342,8,2022
2022-08-11,35.1793,8,2022
2022-08-12,35.31,8,2022
2022-08-13,35.31,8,2022
2022-08-14,35.3222,8,2022
2022-08-15,35.5215,8,2022
2022-08-16,35.4029,8,2022
2022-08-17,35.465,8,2022
2022-08-18,35.629,8,2022
2022-08-19,35.7093,8,2022
2022-08-20,35.6885,8,2022
2022-08-21,35.7779,8,2022
2022-08-22,36.1238,8,2022
2022-08-23,36.0121,8,2022
2022-08-24,36.07,8,2022
2022-08-25,35.8283,8,2022
2022-08-26,36.205,8,2022
2022-08-27,36.1943,8,2022
2022-08-28,36.2472,8,2022
2022-08-29,36.3599,8,2022
2022-08-30,36.4469,8,2022
2022-08-31,36.5553,8,2022
2022-09-01,36.775,9,2022
2022-09-02,36.6461,9,2022
2022-09-03,36.6568,9,2022
2022-09-04,36.7678,9,2022
2022-09-05,36.5698,9,2022
2022-09-06,36.7142,9,2022
2022-09-07,36.4185,9,2022
2022-09-08,36.4895,9,2022
2022-09-09,36.5371,9,2022
2022-09-10,35.9142,9,2022
2022-09-11,36.3339,9,2022
2022-09-12,36.2836,9,2022
2022-09-13,36.638,9,2022
2022-09-14,36.6239,9,2022
2022-09-15,36.9371,9,2022
2022-09-16,36.8037,9,2022
2022-09-17,36.8085,9,2022
2022-09-18,36.2868,9,2022
2022-09-19,36.92,9,2022
2022-09-20,37.0418,9,2022
2022-09-21,37.189,9,2022
2022-09-22,37.3593,9,2022
2022-09-23,37.5217,9,2022
2022-09-24,37.5217,9,2022
2022-09-25,37.5658,9,2022
2022-09-26,37.945,9,2022
2022-09-27,37.9906,9,2022
2022-09-28,37.7884,9,2022
2022-09-29,37.9709,9,2022
2022-09-30,37.8793,9,2022
2022-10-01,37.7998,10,2022
2022-10-02,37.8352,10,2022
2022-10-03,37.8203,10,2022
2022-10-04,37.4497,10,2022
2022-10-05,37.4107,10,2022
2022-10-06,37.3919,10,2022
2022-10-07,37.5801,10,2022
2022-10-08,37.5808,10,2022
2022-10-09,37.6222,10,2022
2022-10-10,37.9664,10,2022
2022-10-11,38.1066,10,2022
2022-10-12,37.9244,10,2022
2022-10-13,38.05,10,2022
2022-10-14,38.2705,10,2022
2022-10-15,38.2705,10,2022
2022-10-16,38.2025,10,2022
2022-10-17,38.0759,10,2022
2022-10-18,38.0471,10,2022
2022-10-19,38.3022,10,2022
2022-10-20,38.2041,10,2022
2022-10-21,38.041,10,2022
2022-10-22,38.041,10,2022
2022-10-23,38.0718,10,2022
2022-10-24,38.1911,10,2022
2022-10-25,37.9816,10,2022
2022-10-26,37.7485,10,2022
2022-10-27,37.7927,10,2022
2022-10-28,37.8934,10,2022
2022-10-29,37.9305,10,2022
2022-10-30,37.9602,10,2022
2022-10-31,38.0666,10,2022
2022-11-01,37.7172,11,2022
2022-11-02,37.8476,11,2022
2022-11-03,38.0098,11,2022
2022-11-04,37.1821,11,2022
2022-11-05,37.211,11,2022
2022-11-06,37.4323,11,2022
2022-11-07,37.321,11,2022
2022-11-08,36.9322,11,2022
2022-11-09,36.858,11,2022
2022-11-10,36.163,11,2022
2022-11-11,35.9848,11,2022
2022-11-12,35.882,11,2022
2022-11-13,36.0522,11,2022
2022-11-14,35.6908,11,2022
2022-11-15,35.5456,11,2022
2022-11-16,35.8065,11,2022
2022-11-17,35.8829,11,2022
2022-11-18,35.7489,11,2022
2022-11-19,35.8205,11,2022
2022-11-20,35.8227,11,2022
2022-11-21,36.2848,11,2022
2022-11-22,36.0941,11,2022
2022-11-23,35.9891,11,2022
2022-11-24,35.7875,11,2022
2022-11-25,35.6906,11,2022
2022-11-26,35.6906,11,2022
2022-11-27,35.8454,11,2022
2022-11-28,35.7755,11,2022
2022-11-29,35.4393,11,2022
2022-11-30,35.0851,11,2022
2022-12-01,34.7986,12,2022
2022-12-02,34.7224,12,2022
2022-12-03,34.7217,12,2022
2022-12-04,34.6931,12,2022
2022-12-05,35.0568,12,2022
2022-12-06,35.0781,12,2022
2022-12-07,34.9193,12,2022
2022-12-08,34.732,12,2022
2022-12-09,34.6666,12,2022
2022-12-10,34.6233,12,2022
2022-12-11,34.7126,12,2022
2022-12-12,34.8512,12,2022
2022-12-13,34.6029,12,2022
2022-12-14,34.5162,12,2022
2022-12-15,35.0779,12,2022
2022-12-16,34.9595,12,2022
2022-12-17,34.7913,12,2022
2022-12-18,34.8701,12,2022
2022-12-19,34.8442,12,2022
2022-12-20,34.6645,12,2022
2022-12-21,34.6754,12,2022
2022-12-22,34.8642,12,2022
2022-12-23,34.7547,12,2022
2022-12-24,34.7547,12,2022
2022-12-25,34.8059,12,2022
2022-12-26,34.6493,12,2022
2022-12-27,34.648,12,2022
2022-12-28,34.7145,12,2022
2022-12-29,34.5986,12,2022
2022-12-30,34.5303,12,2022
2022-12-31,34.5303,12,2022
2023-01-01,34.5955,1,2023
2023-01-02,34.4915,1,2023
2023-01-03,34.4173,1,2023
2023-01-04,33.889,1,2023
2023-01-05,34.0616,1,2023
2023-01-06,33.7263,1,2023
2023-01-07,33.7263,1,2023
2023-01-08,33.7516,1,2023
2023-01-09,33.4049,1,2023
2023-01-10,33.4631,1,2023
2023-01-11,33.5973,1,2023
2023-01-12,33.0895,1,2023
2023-01-13,32.7879,1,2023
2023-01-14,32.7879,1,2023
2023-01-15,32.864,1,2023
2023-01-16,33.0348,1,2023
2023-01-17,33.0239,1,2023
2023-01-18,32.9944,1,2023
2023-01-19,32.8761,1,2023
2023-01-20,32.6426,1,2023
2023-01-21,32.6426,1,2023
2023-01-22,32.6764,1,2023
2023-01-23,32.739,1,2023
2023-01-24,32.8013,1,2023
2023-01-25,32.7403,1,2023
2023-01-26,32.7843,1,2023
2023-01-27,32.7738,1,2023
2023-01-28,32.7705,1,2023
2023-01-29,32.7738,1,2023
2023-01-30,32.7756,1,2023
2023-01-31,32.8669,1,2023
2023-02-01,32.7547,2,2023
2023-02-02,33.0527,2,2023
2023-02-03,33.2798,2,2023
2023-02-04,33.2812,2,2023
2023-02-05,33.3996,2,2023
2023-02-06,33.7569,2,2023
2023-02-07,33.4987,2,2023
2023-02-08,33.5124,2,2023
2023-02-09,33.5748,2,2023
2023-02-10,33.6324,2,2023
2023-02-11,33.6324,2,2023
2023-02-12,33.7497,2,2023
2023-02-13,33.7943,2,2023
2023-02-14,33.8939,2,2023
2023-02-15,34.2976,2,2023
2023-02-16,34.402,2,2023
2023-02-17,34.4175,2,2023
2023-02-18,34.3655,2,2023
2023-02-19,34.4793,2,2023
2023-02-20,34.4013,2,2023
2023-02-21,34.658,2,2023
2023-02-22,34.6236,2,2023
2023-02-23,34.7174,2,2023
2023-02-24,34.86,2,2023
2023-02-25,34.7952,2,2023
2023-02-26,34.9593,2,2023
2023-02-27,35.0047,2,2023
2023-02-28,35.2223,2,2023
2023-03-01,34.6752,3,2023
2023-03-02,34.8377,3,2023
2023-03-03,34.4704,3,2023
2023-03-04,34.4397,3,2023
2023-03-05,34.5241,3,2023
2023-03-06,34.5102,3,2023
2023-03-07,35.0789,3,2023
2023-03-08,35.0838,3,2023
2023-03-09,35.0268,3,2023
2023-03-10,34.8109,3,2023
2023-03-11,34.8109,3,2023
2023-03-12,34.6708,3,2023
2023-03-13,34.5313,3,2023
2023-03-14,34.5426,3,2023
2023-03-15,34.5944,3,2023
2023-03-16,34.4379,3,2023
2023-03-17,33.8387,3,2023
2023-03-18,33.7243,3,2023
2023-03-19,34.0805,3,2023
2023-03-20,34.046,3,2023
2023-03-21,34.4361,3,2023
2023-03-22,34.2174,3,2023
2023-03-23,34.048,3,2023
2023-03-24,34.0912,3,2023
2023-03-25,34.0849,3,2023
2023-03-26,34.103,3,2023
2023-03-27,34.4305,3,2023
2023-03-28,34.25,3,2023
2023-03-29,34.1857,3,2023
2023-03-30,34.1117,3,2023
2023-03-31,34.0842,3,2023
2023-04-01,34.0842,4,2023
2023-04-02,34.2403,4,2023
2023-04-03,34.2045,4,2023
2023-04-04,34.0321,4,2023
2023-04-05,33.9441,4,2023
2023-04-06,34.0741,4,2023
2023-04-07,34.2042,4,2023
2023-04-08,33.8586,4,2023
2023-04-09,33.8586,4,2023
2023-04-10,34.3169,4,2023
2023-04-11,34.2834,4,2023
2023-04-12,34.1352,4,2023
2023-04-13,33.9998,4,2023
2023-04-14,34.0927,4,2023
2023-04-15,33.9043,4,2023
2023-04-16,34.2997,4,2023
2023-04-17,34.485,4,2023
2023-04-18,34.2948,4,2023
2023-04-19,34.4611,4,2023
2023-04-20,34.3249,4,2023
2023-04-21,34.1797,4,2023
2023-04-22,34.1797,4,2023
2023-04-23,34.3894,4,2023
2023-04-24,34.3583,4,2023
2023-04-25,34.3645,4,2023
2023-04-26,34.1118,4,2023
2023-04-27,34.1203,4,2023
2023-04-28,33.97,4,2023
2023-04-29,34.1436,4,2023
2023-04-30,34.1851,4,2023
2023-05-01,34.2322,5,2023
2023-05-02,34.0962,5,2023
2023-05-03,33.9302,5,2023
2023-05-04,33.7676,5,2023
2023-05-05,33.7103,5,2023
2023-05-06,33.54,5,2023
2023-05-07,33.8547,5,2023
2023-05-08,33.8196,5,2023
2023-05-09,33.6986,5,2023
2023-05-10,33.6271,5,2023
2023-05-11,33.8372,5,2023
2023-05-12,33.719,5,2023
2023-05-13,33.9217,5,2023
2023-05-14,33.908,5,2023
2023-05-15,33.7749,5,2023
2023-05-16,34.0718,5,2023
2023-05-17,34.2627,5,2023
2023-05-18,34.4229,5,2023
2023-05-19,34.1564,5,2023
2023-05-20,34.3128,5,2023
2023-05-21,34.3274,5,2023
2023-05-22,34.4668,5,2023
2023-05-23,34.5616,5,2023
2023-05-24,34.655,5,2023
2023-05-25,34.7241,5,2023
2023-05-26,34.7248,5,2023
2023-05-27,34.715,5,2023
2023-05-28,34.7722,5,2023
2023-05-29,34.7201,5,2023
2023-05-30,34.6796,5,2023
2023-05-31,34.6905,5,2023
2023-06-01,34.5924,6,2023
2023-06-02,34.7415,6,2023
2023-06-03,34.7397,6,2023
2023-06-04,34.8157,6,2023
2023-06-05,34.7877,6,2023
2023-06-06,34.7907,6,2023
2023-06-07,34.8505,6,2023
2023-06-08,34.6231,6,2023
2023-06-09,34.5482,6,2023
2023-06-10,34.5405,6,2023
2023-06-11,34.5939,6,2023
2023-06-12,34.6413,6,2023
2023-06-13,34.6548,6,2023
2023-06-14,34.6714,6,2023
2023-06-15,34.5888,6,2023
2023-06-16,34.5666,6,2023
2023-06-17,34.5666,6,2023
2023-06-18,34.6786,6,2023
2023-06-19,34.748,6,2023
2023-06-20,34.84,6,2023
2023-06-21,34.7823,6,2023
2023-06-22,35.1317,6,2023
2023-06-23,35.2559,6,2023
2023-06-24,35.1067,6,2023
2023-06-25,35.2269,6,2023
2023-06-26,35.2044,6,2023
2023-06-27,35.2502,6,2023
2023-06-28,35.5602,6,2023
2023-06-29,35.6293,6,2023
2023-06-30,35.2718,6,2023
2023-07-01,35.2263,7,2023
2023-07-02,35.2915,7,2023
2023-07-03,35.0365,7,2023
2023-07-04,34.88,7,2023
2023-07-05,34.97,7,2023
2023-07-06,35.1575,7,2023
2023-07-07,35.0372,7,2023
2023-07-08,34.982,7,2023
2023-07-09,35.1503,7,2023
2023-07-10,35.1011,7,2023
2023-07-11,34.7784,7,2023
2023-07-12,34.6486,7,2023
2023-07-13,34.5513,7,2023
2023-07-14,34.5738,7,2023
2023-07-15,34.5584,7,2023
2023-07-16,34.6822,7,2023
2023-07-17,34.6216,7,2023
2023-07-18,34.07,7,2023
2023-07-19,34.02,7,2023
2023-07-20,34.1874,7,2023
2023-07-21,34.3894,7,2023
2023-07-22,34.3894,7,2023
2023-07-23,34.4306,7,2023
2023-07-24,34.5261,7,2023
2023-07-25,34.4437,7,2023
2023-07-26,34.2077,7,2023
2023-07-27,34.4589,7,2023
2023-07-28,33.924,7,2023
2023-07-29,34.1784,7,2023
2023-07-30,34.2608,7,2023
2023-07-31,34.2306,7,2023
2023-08-01,34.3291,8,2023
2023-08-02,34.4909,8,2023
2023-08-03,34.5867,8,2023
2023-08-04,34.6745,8,2023
2023-08-05,34.6384,8,2023
2023-08-06,34.6798,8,2023
2023-08-07,34.8528,8,2023
2023-08-08,35.0404,8,2023
2023-08-09,35.0806,8,2023
2023-08-10,35.1064,8,2023
2023-08-11,35.0703,8,2023
2023-08-12,35.0504,8,2023
2023-08-13,35.1036,8,2023
2023-08-14,35.2591,8,2023
2023-08-15,35.404,8,2023
2023-08-16,35.478,8,2023
2023-08-17,35.5129,8,2023
2023-08-18,35.4433,8,2023
2023-08-19,35.3489,8,2023
2023-08-20,35.3485,8,2023
2023-08-21,35.1973,8,2023
2023-08-22,35.019,8,2023
2023-08-23,34.9564,8,2023
2023-08-24,34.997,8,2023
2023-08-25,35.142,8,2023
2023-08-26,35.2285,8,2023
2023-08-27,35.102,8,2023
2023-08-28,35.2319,8,2023
2023-08-29,35.0132,8,2023
2023-08-30,35.02,8,2023
2023-08-31,35.032,8,2023
2023-09-01,35.033,9,2023
2023-09-02,35.0364,9,2023
2023-09-03,35.1173,9,2023
2023-09-04,35.2263,9,2023
2023-09-05,35.47,9,2023
2023-09-06,35.5194,9,2023
2023-09-07,35.6255,9,2023
2023-09-08,35.5215,9,2023
2023-09-09,35.5349,9,2023
2023-09-10,35.5839,9,2023
2023-09-11,35.5095,9,2023
2023-09-12,35.6008,9,2023
2023-09-13,35.7292,9,2023
2023-09-14,35.7853,9,2023
2023-09-15,35.6603,9,2023
2023-09-16,35.7793,9,2023
2023-09-17,35.7155,9,2023
2023-09-18,35.6862,9,2023
2023-09-19,36.0298,9,2023
2023-09-20,36.16,9,2023
2023-09-21,36.1291,9,2023
2023-09-22,35.899,9,2023
2023-09-23,35.8015,9,2023
2023-09-24,35.9521,9,2023
2023-09-25,36.1815,9,2023
2023-09-26,36.3995,9,2023
2023-09-27,36.6501,9,2023
2023-09-28,36.559,9,2023
2023-09-29,36.856,9,2023
2023-09-30,36.4822,9,2023
2023-10-01,36.6381,10,2023
2023-10-02,36.9715,10,2023
2023-10-03,37.0714,10,2023
2023-10-04,36.9083,10,2023
2023-10-05,36.934,10,2023
2023-10-06,36.9343,10,2023
2023-10-07,36.947,10,2023
2023-10-08,37.0051,10,2023
2023-10-09,36.9464,10,2023
2023-10-10,36.6175,10,2023
2023-10-11,36.4378,10,2023
2023-10-12,36.3723,10,2023
2023-10-13,36.3524,10,2023
2023-10-14,36.297,10,2023
2023-10-15,36.3356,10,2023
2023-10-16,36.2995,10,2023
2023-10-17,36.3547,10,2023
2023-10-18,36.3761,10,2023
2023-10-19,36.4069,10,2023
2023-10-20,36.4774,10,2023
2023-10-21,36.4713,10,2023
2023-10-22,36.5166,10,2023
2023-10-23,36.3238,10,2023
2023-10-24,36.1706,10,2023
2023-10-25,36.2412,10,2023
2023-10-26,36.2502,10,2023
2023-10-27,36.1061,10,2023
2023-10-28,36.079,10,2023
2023-10-29,36.1118,10,2023
2023-10-30,35.9163,10,2023
2023-10-31,36.114,10,2023
2023-11-01,36.0657,11,2023
2023-11-02,35.9809,11,2023
2023-11-03,35.5733,11,2023
2023-11-04,35.3302,11,2023
2023-11-05,35.4673,11,2023
2023-11-06,35.5328,11,2023
2023-11-07,35.5228,11,2023
2023-11-08,35.5396,11,2023
2023-11-09,35.7835,11,2023
2023-11-10,36.3755,11,2023
2023-11-11,35.8126,11,2023
2023-11-12,35.8979,11,2023
2023-11-13,35.9954,11,2023
2023-11-14,35.5274,11,2023
2023-11-15,35.5446,11,2023
2023-11-16,35.213,11,2023
2023-11-17,35.0812,11,2023
2023-11-18,34.921,11,2023
2023-11-19,35.1313,11,2023
2023-11-20,35.185,11,2023
2023-11-21,35.1892,11,2023
2023-11-22,35.2481,11,2023
2023-11-23,35.305,11,2023
2023-11-24,35.4577,11,2023
2023-11-25,35.3677,11,2023
2023-11-26,35.3972,11,2023
2023-11-27,35.0409,11,2023
2023-11-28,34.6526,11,2023
2023-11-29,34.7959,11,2023
2023-11-30,35.281,11,2023
2023-12-01,34.8524,12,2023
2023-12-02,34.8524,12,2023
2023-12-03,35.1573,12,2023
2023-12-04,35.2401,12,2023
2023-12-05,35.2616,12,2023
2023-12-06,35.2198,12,2023
2023-12-07,35.1362,12,2023
2023-12-08,35.5195,12,2023
2023-12-09,35.3489,12,2023
2023-12-10,35.4814,12,2023
2023-12-11,35.7011,12,2023
2023-12-12,35.6886,12,2023
2023-12-13,35.16,12,2023
2023-12-14,34.8818,12,2023
2023-12-15,34.8831,12,2023
2023-12-16,34.8568,12,2023
2023-12-17,34.9038,12,2023
2023-12-18,34.9632,12,2023
2023-12-19,34.8376,12,2023
2023-12-20,34.9757,12,2023
2023-12-21,34.7249,12,2023
2023-12-22,34.535,12,2023
2023-12-23,34.5319,12,2023
2023-12-24,34.6099,12,2023
2023-12-25,34.5731,12,2023
2023-12-26,34.553,12,2023
2023-12-27,34.2829,12,2023
2023-12-28,34.3007,12,2023
2023-12-29,34.8983,12,2023
2023-12-30,34.3721,12,2023
2023-12-31,34.4277,12,2023
